country,iso3,location,source_age_group,target_age_group,contacts_per_day,source,source_type
Sweden,SWE,home,child_5_9y,child_5_9y,1.05267,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,child_5_9y,adolescent_10_17y,0.72744,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,child_5_9y,young_adult_18_39y,1.954551,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,child_5_9y,middle_adult_40_64y,1.624044,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,child_5_9y,elderly_65plus,0.652768,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,infant_0_2m,0.007755,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,infant_3_11m,0.038775,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,child_1_4y,0.212557,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,child_5_9y,0.444876,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,adolescent_10_17y,1.529517,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,young_adult_18_39y,1.489707,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,middle_adult_40_64y,1.845974,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,adolescent_10_17y,elderly_65plus,0.675303,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,infant_0_2m,0.01274,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,infant_3_11m,0.063702,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,child_1_4y,0.349202,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,child_5_9y,0.406402,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,adolescent_10_17y,0.506487,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,young_adult_18_39y,1.854559,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,middle_adult_40_64y,1.304908,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,young_adult_18_39y,elderly_65plus,0.585101,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,infant_0_2m,0.007164,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,infant_3_11m,0.035819,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,child_1_4y,0.196352,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,child_5_9y,0.308786,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,adolescent_10_17y,0.573909,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,young_adult_18_39y,1.193247,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,middle_adult_40_64y,1.661038,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,middle_adult_40_64y,elderly_65plus,0.724355,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,infant_0_2m,0.004844,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,infant_3_11m,0.024219,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,child_1_4y,0.132761,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,child_5_9y,0.183486,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,adolescent_10_17y,0.310384,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,young_adult_18_39y,0.790979,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,middle_adult_40_64y,1.070866,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,home,elderly_65plus,elderly_65plus,0.997605,Prem/contactdata 2020 home matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,infant_0_2m,0.043576,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,infant_3_11m,0.217882,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,child_1_4y,1.194381,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,child_5_9y,0.435259,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,adolescent_10_17y,0.043867,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,young_adult_18_39y,0.240948,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,middle_adult_40_64y,0.115113,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_0_2m,elderly_65plus,0.00175,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,infant_0_2m,0.043576,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,infant_3_11m,0.217882,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,child_1_4y,1.194381,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,child_5_9y,0.435259,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,adolescent_10_17y,0.043867,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,young_adult_18_39y,0.240948,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,middle_adult_40_64y,0.115113,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,infant_3_11m,elderly_65plus,0.00175,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,infant_0_2m,0.043576,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,infant_3_11m,0.217882,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,child_1_4y,1.194381,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,child_5_9y,0.435259,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,adolescent_10_17y,0.043867,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,young_adult_18_39y,0.240948,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,middle_adult_40_64y,0.115113,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_1_4y,elderly_65plus,0.00175,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,infant_0_2m,0.011545,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,infant_3_11m,0.057724,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,child_1_4y,0.316427,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,child_5_9y,4.13967,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,adolescent_10_17y,0.715184,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,young_adult_18_39y,0.33621,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,middle_adult_40_64y,0.277634,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,child_5_9y,elderly_65plus,0.007805,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,infant_0_2m,0.000712,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,infant_3_11m,0.003558,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,child_1_4y,0.019503,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,child_5_9y,0.43738,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,adolescent_10_17y,6.286697,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,young_adult_18_39y,1.50991,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,middle_adult_40_64y,0.398079,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,adolescent_10_17y,elderly_65plus,0.005081,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,infant_0_2m,0.001329,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,infant_3_11m,0.006644,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,child_1_4y,0.036422,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,child_5_9y,0.069907,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,adolescent_10_17y,0.513356,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,young_adult_18_39y,0.339057,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,middle_adult_40_64y,0.039666,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,young_adult_18_39y,elderly_65plus,0.000646,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,infant_0_2m,0.000581,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,infant_3_11m,0.002903,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,child_1_4y,0.015911,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,child_5_9y,0.052788,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,adolescent_10_17y,0.123762,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,young_adult_18_39y,0.036272,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,middle_adult_40_64y,0.003293,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,middle_adult_40_64y,elderly_65plus,3.7e-05,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,infant_0_2m,1.3e-05,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,infant_3_11m,6.5e-05,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,child_1_4y,0.000358,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,child_5_9y,0.002194,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,adolescent_10_17y,0.002335,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,young_adult_18_39y,0.000873,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,middle_adult_40_64y,5.4e-05,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,school,elderly_65plus,elderly_65plus,0.0,Prem/contactdata 2020 school matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,infant_0_2m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,infant_3_11m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,child_1_4y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,child_5_9y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,adolescent_10_17y,0.003111,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,young_adult_18_39y,0.14095,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,middle_adult_40_64y,0.140695,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_0_2m,elderly_65plus,0.00036,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,infant_0_2m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,infant_3_11m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,child_1_4y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,child_5_9y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,adolescent_10_17y,0.003111,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,young_adult_18_39y,0.14095,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,middle_adult_40_64y,0.140695,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,infant_3_11m,elderly_65plus,0.00036,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,infant_0_2m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,infant_3_11m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,child_1_4y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,child_5_9y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,adolescent_10_17y,0.003111,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,young_adult_18_39y,0.14095,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,middle_adult_40_64y,0.140695,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_1_4y,elderly_65plus,0.00036,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,infant_0_2m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,infant_3_11m,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,child_1_4y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,child_5_9y,0.0,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,adolescent_10_17y,0.002288,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,young_adult_18_39y,0.249145,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,middle_adult_40_64y,0.107325,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,child_5_9y,elderly_65plus,0.000137,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,infant_0_2m,5e-05,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,infant_3_11m,0.000252,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,child_1_4y,0.001383,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,child_5_9y,0.001399,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,adolescent_10_17y,0.00975,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,young_adult_18_39y,0.295174,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,middle_adult_40_64y,0.365891,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,adolescent_10_17y,elderly_65plus,0.001191,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,infant_0_2m,0.000777,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,infant_3_11m,0.003887,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,child_1_4y,0.021306,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,child_5_9y,0.051804,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,adolescent_10_17y,0.100356,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,young_adult_18_39y,1.915242,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,middle_adult_40_64y,1.630153,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,young_adult_18_39y,elderly_65plus,0.052113,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,infant_0_2m,0.00071,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,infant_3_11m,0.003548,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,child_1_4y,0.019448,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,child_5_9y,0.020406,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,adolescent_10_17y,0.113755,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,young_adult_18_39y,1.49066,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,middle_adult_40_64y,2.082952,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,middle_adult_40_64y,elderly_65plus,0.071257,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,infant_0_2m,3e-06,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,infant_3_11m,1.3e-05,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,child_1_4y,7.4e-05,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,child_5_9y,3.9e-05,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,adolescent_10_17y,0.000547,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,young_adult_18_39y,0.070449,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,middle_adult_40_64y,0.105344,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,work,elderly_65plus,elderly_65plus,0.001397,Prem/contactdata 2020 work matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,infant_0_2m,0.021044,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,infant_3_11m,0.105222,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,child_1_4y,0.576803,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,child_5_9y,0.337528,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,adolescent_10_17y,0.19526,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,young_adult_18_39y,1.044921,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,middle_adult_40_64y,0.698617,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_0_2m,elderly_65plus,0.238699,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,infant_0_2m,0.021044,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,infant_3_11m,0.105222,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,child_1_4y,0.576803,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,child_5_9y,0.337528,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,adolescent_10_17y,0.19526,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,young_adult_18_39y,1.044921,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,middle_adult_40_64y,0.698617,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,infant_3_11m,elderly_65plus,0.238699,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,infant_0_2m,0.021044,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,infant_3_11m,0.105222,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,child_1_4y,0.576803,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,child_5_9y,0.337528,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,adolescent_10_17y,0.19526,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,young_adult_18_39y,1.044921,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,middle_adult_40_64y,0.698617,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_1_4y,elderly_65plus,0.238699,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
Sweden,SWE,other,child_5_9y,infant_0_2m,0.008953,Prem/contactdata 2020 other matrix aggregated with WPP age weights and reciprocity balanced,derived
