country,iso3,source_age_group,target_age_group,all_setting_contacts_per_day,setting_matrix_available,setting_decomposition,structural_sensitivity_caveat,home_contacts_per_day,home_share,school_contacts_per_day,school_share,work_contacts_per_day,work_share,other_contacts_per_day,other_share
China,CHN,child_5_9y,infant_3_11m,0.140916,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.055248,0.3920633568934684,0.049345,0.35017315280024974,0.0,0.0,0.036323,0.25776349030628176
China,CHN,child_5_9y,child_1_4y,0.828326,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.324755,0.3920618210704481,0.290057,0.35017251661785337,0.0,0.0,0.213514,0.25776566231169856
China,CHN,child_5_9y,child_5_9y,5.91323,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.62309,0.10537219083309798,4.03437,0.6822616404232542,0.0,0.0,1.25577,0.21236616874364772
China,CHN,child_5_9y,adolescent_10_17y,2.09972,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.772818,0.36805764578134226,0.689586,0.3284180747909245,0.001423,0.0006777094088735641,0.635893,0.3028465700188597
China,CHN,child_5_9y,young_adult_18_39y,3.746377,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,2.244443,0.5990969408577941,0.323075,0.08623664943490739,0.25377,0.06773744340198544,0.925089,0.24692896630531314
China,CHN,child_5_9y,middle_adult_40_64y,3.217899,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,2.074256,0.6445994731344893,0.266297,0.08275492798251281,0.105213,0.03269617846924344,0.772133,0.23994942041375442
China,CHN,child_5_9y,elderly_65plus,0.865324,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.692448,0.8002181841714779,0.007609,0.008793238139702586,0.00041,0.00047381096560363516,0.164857,0.19051476672321582
China,CHN,adolescent_10_17y,infant_0_2m,0.010377,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.007392,0.7123446082682856,0.000484,0.046641611255661554,2.9e-05,0.0027946419967235228,0.002471,0.23812277151392502
China,CHN,adolescent_10_17y,infant_3_11m,0.051884,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.03696,0.712358337830545,0.002422,0.0466810577441986,0.000146,0.0028139696245470663,0.012356,0.2381466348007093
China,CHN,adolescent_10_17y,child_1_4y,0.304986,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.217257,0.7123507308532195,0.014239,0.04668738892932791,0.000859,0.002816522725633308,0.072631,0.2381453574918193
China,CHN,adolescent_10_17y,child_5_9y,1.267258,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.466424,0.3680576488765508,0.41619,0.32841773340551017,0.000859,0.0006778414498073794,0.383785,0.30284677626813167
China,CHN,adolescent_10_17y,adolescent_10_17y,9.230602,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.114294,0.12071737032969247,5.710952,0.6186976754062194,0.006036,0.0006539118467029561,2.39932,0.2599310424173851
China,CHN,adolescent_10_17y,young_adult_18_39y,4.942788,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.716056,0.34718381609731186,1.231501,0.24915108639091943,0.292371,0.05915102974272819,1.70286,0.3445140677690405
China,CHN,adolescent_10_17y,middle_adult_40_64y,3.708986,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,2.094319,0.5646607994745734,0.353987,0.09544037103402385,0.354685,0.09562856263140383,0.905995,0.24427026685999895
China,CHN,adolescent_10_17y,elderly_65plus,0.815115,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.649721,0.7970912079890567,0.004566,0.005601663568944259,0.002021,0.002479404746569502,0.158808,0.19482895051618482
China,CHN,young_adult_18_39y,infant_0_2m,0.016789,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.010633,0.6333313479063674,0.000813,0.04842456370242421,0.000736,0.043838227410804696,0.004607,0.27440586098040387
China,CHN,young_adult_18_39y,infant_3_11m,0.083946,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.053164,0.6333118909775332,0.004067,0.048447811688466395,0.003681,0.043849617611321556,0.023034,0.27439067972267883
China,CHN,young_adult_18_39y,child_1_4y,0.49345,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.312507,0.6333103657918735,0.023908,0.04845070422535211,0.021638,0.043850440774141256,0.135397,0.27438848920863307
China,CHN,young_adult_18_39y,child_5_9y,0.760225,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.455449,0.5990976355684172,0.065559,0.08623631161827092,0.051496,0.06773784077082443,0.187721,0.2469282120424874
China,CHN,young_adult_18_39y,adolescent_10_17y,1.661878,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.576977,0.3471837282881174,0.414059,0.24915126140426674,0.098302,0.059151153093067003,0.57254,0.34451385721454886
China,CHN,young_adult_18_39y,young_adult_18_39y,7.048326,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.664338,0.23613238093697708,0.250841,0.03558873411927881,1.909139,0.27086417398968204,3.224008,0.457414710954062
China,CHN,young_adult_18_39y,middle_adult_40_64y,5.223763,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.631123,0.31225057492079944,0.029088,0.005568399638345002,1.621906,0.3104861380579479,1.941646,0.3716948873829077
China,CHN,young_adult_18_39y,elderly_65plus,0.987196,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.562166,0.5694573316747638,0.000473,0.00047913484252367315,0.055499,0.0562188258461339,0.369057,0.37384369466651
China,CHN,middle_adult_40_64y,infant_0_2m,0.010879,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.007329,0.6736832429451236,0.00031,0.028495266109017373,0.000585,0.05377332475411343,0.002655,0.24404816619174555
China,CHN,middle_adult_40_64y,infant_3_11m,0.054394,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.036644,0.673677243813656,0.001551,0.0285141743574659,0.002925,0.053774313343383465,0.013274,0.24403426848549473
China,CHN,middle_adult_40_64y,child_1_4y,0.319736,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.215399,0.6736776590687317,0.009117,0.028514149173067778,0.017195,0.05377874246253158,0.078025,0.24402944929566892
China,CHN,middle_adult_40_64y,child_5_9y,0.533814,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.344096,0.6445990551015897,0.044176,0.08275541668071651,0.017454,0.03269678202519979,0.128088,0.239948746192494
China,CHN,middle_adult_40_64y,adolescent_10_17y,1.019457,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.575648,0.5646613834619802,0.097297,0.09544002346347123,0.097489,0.09562835901857558,0.249023,0.24427023405597292
China,CHN,middle_adult_40_64y,young_adult_18_39y,4.270417,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.33344,0.31225053665719293,0.023779,0.005568308668685049,1.325906,0.310486306138253,1.587292,0.3716948485358689
China,CHN,middle_adult_40_64y,middle_adult_40_64y,5.737736,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.711885,0.29835548376572224,0.001101,0.00019188753194639838,1.82775,0.3185489886603357,2.197,0.3829036400419957
China,CHN,middle_adult_40_64y,elderly_65plus,1.217058,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.638378,0.52452553617001,1.1e-05,9.038188812694218e-06,0.065955,0.054192158467386106,0.512714,0.4212732671737912
China,CHN,elderly_65plus,infant_0_2m,0.006957,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.00552,0.7934454506252695,1.2e-05,0.0017248814144027599,1.1e-05,0.0015811412965358632,0.001414,0.20324852666379187
China,CHN,elderly_65plus,infant_3_11m,0.034785,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.0276,0.7934454506252694,5.9e-05,0.0016961333908293802,5.4e-05,0.0015523932729624836,0.007072,0.20330602271093862
China,CHN,elderly_65plus,child_1_4y,0.204473,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.162237,0.7934397206477138,0.000348,0.0017019361969550994,0.000318,0.001555217559286556,0.041569,0.20329823497478886
China,CHN,elderly_65plus,child_5_9y,0.354012,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.283287,0.8002186366563846,0.003113,0.008793487226421703,0.000168,0.00047456018440052877,0.067445,0.19051614069579564
China,CHN,elderly_65plus,adolescent_10_17y,0.552529,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.440416,0.797091193403423,0.003095,0.005601515938529923,0.00137,0.002479507862935701,0.107648,0.19482778279511118
China,CHN,elderly_65plus,young_adult_18_39y,1.990271,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.133375,0.569457626624716,0.000954,0.0004793317090989117,0.111891,0.05621897721466072,0.74405,0.37384356200738494
China,CHN,elderly_65plus,middle_adult_40_64y,3.001464,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.574344,0.5245253649552352,2.7e-05,8.995610142250582e-06,0.162657,0.05419255403363159,1.264436,0.42127308540099095
China,CHN,elderly_65plus,elderly_65plus,1.524518,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.804142,0.5274729455473796,4e-06,2.6237801062368565e-06,0.005389,0.0035348877481276046,0.714984,0.4689901988694131
Japan,JPN,infant_0_2m,infant_0_2m,0.079436,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.013546,0.1705272168789969,0.055975,0.7046553200060425,0.0,0.0,0.009915,0.12481746311496046
Japan,JPN,infant_0_2m,infant_3_11m,0.397182,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.06773,0.17052635819347303,0.279877,0.7046568072067717,0.0,0.0,0.049575,0.12481683459975529
Japan,JPN,infant_0_2m,child_1_4y,2.065525,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.352228,0.17052710569951948,1.455485,0.7046562012079253,0.0,0.0,0.257812,0.12481669309255515
Japan,JPN,infant_0_2m,child_5_9y,0.809059,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.301343,0.37246109369032426,0.333461,0.41215906380128026,0.0,0.0,0.174255,0.21537984250839556
Japan,JPN,infant_0_2m,adolescent_10_17y,0.371528,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.211039,0.5680298658512951,0.052527,0.14138099954781333,0.0,0.0,0.107962,0.2905891346008914
Japan,JPN,infant_0_2m,young_adult_18_39y,2.719115,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.701776,0.6258565746575632,0.324921,0.11949512984923404,0.0,0.0,0.692417,0.25464792772648454
Japan,JPN,infant_0_2m,middle_adult_40_64y,2.325157,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.994916,0.4278919660048763,0.742493,0.3193302645799832,0.0,0.0,0.587748,0.2527777694151406
Japan,JPN,infant_0_2m,elderly_65plus,1.262743,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.949513,0.7519447741939572,0.00304,0.0024074574161171355,1.3e-05,1.0295048161027223e-05,0.310177,0.2456374733417647
Japan,JPN,infant_3_11m,infant_0_2m,0.079436,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.013546,0.1705272168789969,0.055975,0.7046553200060425,0.0,0.0,0.009915,0.12481746311496046
Japan,JPN,infant_3_11m,infant_3_11m,0.397182,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.06773,0.17052635819347303,0.279877,0.7046568072067717,0.0,0.0,0.049575,0.12481683459975529
Japan,JPN,infant_3_11m,child_1_4y,2.065525,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.352228,0.17052710569951948,1.455485,0.7046562012079253,0.0,0.0,0.257812,0.12481669309255515
Japan,JPN,infant_3_11m,child_5_9y,0.809059,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.301343,0.37246109369032426,0.333461,0.41215906380128026,0.0,0.0,0.174255,0.21537984250839556
Japan,JPN,infant_3_11m,adolescent_10_17y,0.371528,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.211039,0.5680298658512951,0.052527,0.14138099954781333,0.0,0.0,0.107962,0.2905891346008914
Japan,JPN,infant_3_11m,young_adult_18_39y,2.719115,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.701776,0.6258565746575632,0.324921,0.11949512984923404,0.0,0.0,0.692417,0.25464792772648454
Japan,JPN,infant_3_11m,middle_adult_40_64y,2.325157,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.994916,0.4278919660048763,0.742493,0.3193302645799832,0.0,0.0,0.587748,0.2527777694151406
Japan,JPN,infant_3_11m,elderly_65plus,1.262743,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.949513,0.7519447741939572,0.00304,0.0024074574161171355,1.3e-05,1.0295048161027223e-05,0.310177,0.2456374733417647
Japan,JPN,child_1_4y,infant_0_2m,0.079436,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.013546,0.1705272168789969,0.055975,0.7046553200060425,0.0,0.0,0.009915,0.12481746311496046
Japan,JPN,child_1_4y,infant_3_11m,0.397182,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.06773,0.17052635819347303,0.279877,0.7046568072067717,0.0,0.0,0.049575,0.12481683459975529
Japan,JPN,child_1_4y,child_1_4y,2.065525,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.352228,0.17052710569951948,1.455485,0.7046562012079253,0.0,0.0,0.257812,0.12481669309255515
Japan,JPN,child_1_4y,child_5_9y,0.809059,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.301343,0.37246109369032426,0.333461,0.41215906380128026,0.0,0.0,0.174255,0.21537984250839556
Japan,JPN,child_1_4y,adolescent_10_17y,0.371528,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.211039,0.5680298658512951,0.052527,0.14138099954781333,0.0,0.0,0.107962,0.2905891346008914
Japan,JPN,child_1_4y,young_adult_18_39y,2.719115,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.701776,0.6258565746575632,0.324921,0.11949512984923404,0.0,0.0,0.692417,0.25464792772648454
Japan,JPN,child_1_4y,middle_adult_40_64y,2.325157,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.994916,0.4278919660048763,0.742493,0.3193302645799832,0.0,0.0,0.587748,0.2527777694151406
Japan,JPN,child_1_4y,elderly_65plus,1.262743,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.949513,0.7519447741939572,0.00304,0.0024074574161171355,1.3e-05,1.0295048161027223e-05,0.310177,0.2456374733417647
Japan,JPN,child_5_9y,infant_0_2m,0.021109,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.007862,0.3724477710928987,0.0087,0.4121464778056753,0.0,0.0,0.004546,0.21535837794305746
Japan,JPN,child_5_9y,infant_3_11m,0.105545,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.039311,0.37245724572457245,0.043501,0.412155952437349,0.0,0.0,0.022732,0.21537732720640484
Japan,JPN,child_5_9y,child_1_4y,0.548879,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.204436,0.3724609613412064,0.226225,0.4121582352394608,0.0,0.0,0.118218,0.21538080341933286
Japan,JPN,child_5_9y,child_5_9y,3.995982,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.719381,0.1800260862035915,2.593462,0.6490174380164876,0.0,0.0,0.68314,0.1709567260312984
Japan,JPN,child_5_9y,adolescent_10_17y,1.23374,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.434445,0.3521365927991311,0.429664,0.3482613840841668,0.0,0.0,0.369631,0.29960202311670203
Japan,JPN,child_5_9y,young_adult_18_39y,2.638991,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.582098,0.5995086758537639,0.443421,0.16802671930294572,0.0,0.0,0.613473,0.23246498377599623
Japan,JPN,child_5_9y,middle_adult_40_64y,2.944939,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.231851,0.4182942329195953,1.09983,0.37346444187808303,0.0,0.0,0.613258,0.20824132520232166
Japan,JPN,child_5_9y,elderly_65plus,1.513905,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.118775,0.7389994748679739,0.073873,0.0487963247363606,9e-06,5.944890861711931e-06,0.321248,0.21219825550480378
Japan,JPN,adolescent_10_17y,infant_0_2m,0.005353,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.003041,0.5680926583224359,0.000757,0.14141602839529235,0.0,0.0,0.001556,0.2906781244162152
Japan,JPN,adolescent_10_17y,infant_3_11m,0.026767,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.015204,0.5680128516456832,0.003784,0.14136810251429,0.0,0.0,0.007778,0.29058168640490156
Japan,JPN,adolescent_10_17y,child_1_4y,0.139201,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.07907,0.5680275285378698,0.01968,0.14137829469615878,0.0,0.0,0.04045,0.2905869929095337
Japan,JPN,adolescent_10_17y,child_5_9y,0.68136,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.239932,0.35213690266525777,0.237292,0.3482622989315487,0.0,0.0,0.204137,0.29960226605612306
Japan,JPN,adolescent_10_17y,adolescent_10_17y,6.507736,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.177292,0.1809065395400182,3.810762,0.5855741535919711,0.16005,0.024593806509667877,1.359632,0.20892550035834273
Japan,JPN,adolescent_10_17y,young_adult_18_39y,3.949473,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.980932,0.24837035219635634,1.199032,0.3035929097375777,0.695854,0.17618907636537837,1.073654,0.2718474085023496
Japan,JPN,adolescent_10_17y,middle_adult_40_64y,3.989875,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.561045,0.3912516056267427,1.240695,0.3109608697014318,0.520403,0.1304309032237852,0.667733,0.16735687208245872
Japan,JPN,adolescent_10_17y,elderly_65plus,1.553744,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.204496,0.7752216581367329,0.024089,0.015503841044599367,2.1e-05,1.3515740044692046e-05,0.325138,0.20926098507862298
Japan,JPN,young_adult_18_39y,infant_0_2m,0.012508,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.007828,0.6258394627438439,0.001495,0.11952350495682763,0.0,0.0,0.003185,0.25463703229932844
Japan,JPN,young_adult_18_39y,infant_3_11m,0.06254,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.039141,0.6258554525103934,0.007473,0.11949152542372882,0.0,0.0,0.015926,0.2546530220658778
Japan,JPN,young_adult_18_39y,child_1_4y,0.325234,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.20355,0.6258570752135385,0.038864,0.11949550170031424,0.0,0.0,0.08282,0.2546474230861472
Japan,JPN,young_adult_18_39y,child_5_9y,0.465275,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.278936,0.5995078179571222,0.078179,0.16802751061200366,0.0,0.0,0.10816,0.23246467143087424
Japan,JPN,young_adult_18_39y,adolescent_10_17y,1.260834,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.313154,0.24837052300302814,0.38278,0.303592701338955,0.222145,0.17618893526031182,0.342755,0.271847840397705
Japan,JPN,young_adult_18_39y,young_adult_18_39y,7.430658,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,1.352402,0.182002993543775,0.458696,0.06173019939822287,3.422031,0.4605286638141602,2.197529,0.2957381432438419
Japan,JPN,young_adult_18_39y,middle_adult_40_64y,5.576195,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.747396,0.13403333276544308,0.267255,0.0479278432694696,2.910656,0.5219788762767442,1.650888,0.296059947688343
Japan,JPN,young_adult_18_39y,elderly_65plus,1.284567,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.43819,0.34111883615257127,0.012416,0.009665513748990905,0.000149,0.0001159923927673683,0.833812,0.6490996577056705
Japan,JPN,middle_adult_40_64y,infant_0_2m,0.006924,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.002963,0.42793183131138074,0.002211,0.3193240901213172,0.0,0.0,0.00175,0.25274407856730213
Japan,JPN,middle_adult_40_64y,infant_3_11m,0.034621,True,contactdata_location_specific_8group_matrices,Structural sensitivity illustration only: stochastic household/contact-setting clustering is not calibrated to surveillance and does not replace the deterministic main model.,0.014814,0.42789058663816765,0.011055,0.3193148666994021,0.0,0.0,0.008751,0.25276566245920107
